id,predicted_price
2591820310,398744.4
7974200820,870735.44
7701450110,1094724.4
9522300010,2199066.5
9510861140,772580.6
1761300310,275261.88
7732410120,811375.2
7010701383,641365.44
291310170,440436.38
4232901990,631207.9
6840701125,598067.9
3971700580,410998.38
4202400078,292022.0
6064800090,350802.4
2626119028,215246.42
3303980660,1047208.2
862000020,951282.44
2386000070,933513.6
1138000450,403996.7
1775800420,494736.0
2291401425,414682.28
2025770560,997296.56
3525069037,678463.25
9324800450,579252.9
8080400136,583618.94
8651540040,527524.1
9407001790,248128.6
1773101530,189274.84
9432900250,332428.6
1794500695,643910.7
2220069003,321422.72
923000120,462135.28
5728000060,558334.44
16000200,276533.38
1926059094,441737.84
6672900220,999133.1
3629860060,799668.8
1822069109,442147.25
6675500105,388405.1
249000180,1928587.2
226059065,531159.44
396100110,276601.53
9264450460,328627.0
7853361210,403399.6
9474700020,267991.22
421000455,247817.8
3755200220,424269.3
7960100075,519029.47
9477100490,419718.84
9138100350,857107.94
1624049275,516350.62
2770606890,552372.9
1157200189,394222.22
2770601800,495239.12
9301300805,580131.56
2325069032,1125618.0
1021079099,353144.34
7215730040,764015.9
1853200080,439283.8
3224600340,713991.3
3222049120,437253.53
2113700025,307171.75
7893207925,231867.19
3586501085,628232.4
8024200010,408903.06
7116500705,216448.97
1598600209,312612.2
7204200025,969178.9
4206901505,570396.4
2937300440,945537.6
7205000180,378006.62
8718500665,383162.72
5318101765,984415.25
4122700020,971140.5
8078700020,531937.4
3303980680,1010895.8
8924100372,1160214.5
2781270210,240774.16
519000043,562826.2
3225069301,1736975.1
151000075,736049.3
2297400020,467618.34
6617500085,665878.75
104510180,253532.88
3528900060,1043807.75
3345100286,542031.44
1226039130,451959.7
8712100720,860614.1
3037200010,400403.28
3626039268,399498.12
104510230,278892.0
5112800060,412628.53
6072400280,661018.25
5317100570,1224193.6
9528102993,566771.56
2919201095,549579.25
6181400920,285371.47
185000161,240707.52
8691400010,751025.94
3345700165,597239.9
6151800486,262299.7
4340000080,1252660.4
4136960010,581651.1
3634100030,329878.03
1624059224,949344.75
2788400090,280420.75
9828200762,462299.3
7524400250,533181.1
3528000290,724589.44
5700003630,2145459.5
2720069019,325896.5
7227501170,267261.84
2397101270,641174.06
6792100090,752653.1
2770602265,552653.56
3971700937,289307.66
422049203,236143.58
3076500830,338383.44
1423400260,277925.94
9161100795,441735.53
3126049052,515797.5
5100401468,423216.62
514500235,434935.5
1423200170,232631.44
1402100070,424241.72
624110020,718743.7
2407000145,244161.55
1890000225,914972.2
1320069271,329816.8
5490700085,360899.78
263000155,481147.75
3726800201,390589.7
5153200358,298876.06
2725079018,854174.0
7165700200,250856.02
9429000170,622177.0
8718500075,393345.97
1760650950,325908.3
1068000559,1159415.0
4113800500,680396.8
4077800507,542671.0
2725069150,727581.06
4008400035,728339.56
7016310270,423682.25
1432701230,242199.73
3278606050,340385.6
2473350710,418331.97
2185000685,168639.83
7792000025,376376.34
6868200029,488477.78
624069003,819013.6
7431500280,898113.5
3296000040,596273.0
1118001215,1669775.8
6453900040,668645.7
333100209,759070.75
34001765,569972.4
8946700100,412151.44
5561401210,590585.7
6671900095,382618.44
3275850020,688644.0
3876300600,426138.2
1450900020,277360.25
8562780280,351276.22
7663700973,322257.94
2126049032,388418.1
1823059159,204601.45
3438503426,293796.1
9297301495,536690.5
7140700850,393263.44
7942601805,766936.44
2555900030,357257.53
2887970040,287056.53
7419700010,628285.7
2239000011,422351.5
9283800050,356492.0
9407001340,297084.22
217500140,521488.62
7212660520,263536.75
3298201170,374465.3
3057000400,295095.22
6865200444,505408.88
6071600340,515360.7
6821600005,708047.06
1235100371,793503.25
7796450340,370175.0
3603000410,189997.16
9297300255,541120.0
9126100850,592488.0
2770601462,519343.47
2599001500,224674.02
1102000095,834700.06
1853080640,1010877.5
9551201585,933837.75
3438500796,346108.53
7518504291,473874.38
9269200340,418364.97
715010130,1804035.0
1982201485,590433.1
9526500080,412767.16
9277200180,474061.16
6669150280,278779.94
8917100153,613034.56
3760500516,1062936.4
2725069050,917448.8
3332000091,367197.53
8562770080,577963.1
8151601190,276608.66
8563040160,627112.3
240000269,632905.75
4307350200,335999.62
